Time,"Temp:Acpitz,0","Temp:Acpitz,1","Temp:PackageId0,0","Temp:Core0,0","Temp:Core1,0","Temp:Core2,0","Temp:Core3,0","Temp:Iwlwifi_1,0","Temp:Composite,0","Temp:Sensor1,0",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Frequency:Core 6,Frequency:Core 7,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,Util:Core 6,Util:Core 7,"Power:package-0,0","Power:core,0","Power:uncore,0","Power:psys,0",Throttle
2026-04-23_11:48:46,51.0,48.0,52.0,46.0,45.0,51.0,41.0,39.0,35.9,35.9,2055,809,2800,2683,2662,2800,438,2800,1449,14.0,2.5,1.0,100.0,2.4,0.0,3.4,1.0,2.0,6.9,4.1,0.7,2.4,
2026-04-23_11:48:48,51.0,48.0,49.0,45.0,43.0,50.0,41.0,39.0,35.9,35.9,1220,1074,616,1300,1244,441,1574,1401,2111,14.0,3.4,1.5,100.0,1.9,0.0,0.5,2.9,1.9,6.8,4.1,0.7,2.3,
2026-04-23_11:48:50,51.0,48.0,51.0,46.0,45.0,52.0,41.0,39.0,35.9,35.9,2425,1270,2800,2800,2631,2800,1502,2800,2800,14.2,2.9,2.4,100.0,1.0,0.0,0.5,2.9,3.9,6.9,4.1,0.7,2.3,
2026-04-23_11:48:52,51.0,48.0,52.0,46.0,43.0,52.0,41.0,39.0,35.9,35.9,2255,953,2800,2711,2696,480,2800,2800,2800,14.0,3.4,1.0,100.0,2.4,0.0,0.5,2.9,1.5,6.9,4.1,0.7,2.4,
2026-04-23_11:48:54,51.0,48.0,52.0,46.0,45.0,51.0,41.0,39.0,35.9,35.9,1982,1022,2800,2800,1107,1780,2800,1517,2033,13.9,1.0,0.0,100.0,1.5,0.0,2.0,2.0,4.4,6.9,4.1,0.7,2.3,
2026-04-23_11:48:56,51.0,48.0,52.0,46.0,45.0,51.0,41.0,39.0,36.9,35.9,2085,1636,2800,1400,1371,2800,2800,2532,1341,14.0,0.5,0.5,99.5,1.5,0.5,1.5,2.9,4.9,6.9,4.1,0.7,2.3,
2026-04-23_11:48:58,51.0,48.0,52.0,47.0,43.0,52.0,41.0,39.0,35.9,35.9,2464,1260,1694,2783,2774,2800,2800,2800,2800,14.0,4.4,1.9,100.0,2.0,0.0,0.0,1.5,2.0,6.9,4.1,0.7,2.3,
2026-04-23_11:49:00,51.0,48.0,52.0,46.0,43.0,52.0,42.0,39.0,35.9,35.9,1914,1240,2800,2800,2612,837,1008,1904,2113,14.3,2.9,2.5,100.0,3.4,0.5,2.4,0.5,2.4,7.0,4.1,0.7,2.4,
2026-04-23_11:49:02,51.0,48.0,48.0,46.0,45.0,49.0,41.0,40.0,35.9,35.9,1134,800,395,1300,1305,601,1299,1805,1566,14.2,0.5,0.0,100.0,3.4,0.0,3.9,1.5,3.9,6.9,4.1,0.7,2.3,
2026-04-23_11:49:04,51.0,48.0,52.0,46.0,43.0,52.0,41.0,39.0,35.9,35.9,2210,2158,1532,2673,2315,2800,607,2800,2800,14.0,1.9,0.0,100.0,2.0,0.0,3.9,1.0,2.9,6.9,4.1,0.7,2.3,
2026-04-23_11:49:06,52.0,48.0,52.0,46.0,45.0,51.0,40.0,39.0,35.9,35.9,2523,759,2800,2799,2625,2800,2800,2800,2800,13.9,1.5,1.0,100.0,2.0,2.9,0.0,2.4,1.5,6.9,4.1,0.7,2.4,
2026-04-23_11:49:08,51.0,48.0,52.0,46.0,43.0,52.0,41.0,39.0,35.9,35.9,2055,1039,1039,2800,2133,2800,1028,2800,2800,14.1,3.9,0.5,100.0,2.4,1.0,0.5,1.5,2.9,6.9,4.1,0.7,2.3,
2026-04-23_11:49:11,52.0,48.0,50.0,45.0,43.0,50.0,41.0,39.0,35.9,35.9,1475,895,2800,1808,1814,955,421,1877,1225,14.0,1.0,3.4,100.0,1.0,2.4,0.0,1.0,2.9,6.9,4.1,0.7,2.3,
2026-04-23_11:49:13,51.0,48.0,54.0,46.0,43.0,52.0,41.0,39.0,35.9,35.9,2218,996,2800,2800,2800,1254,1493,2800,2800,14.3,1.0,1.9,100.0,1.9,0.0,3.9,0.5,4.9,6.9,4.1,0.7,2.4,
2026-04-23_11:49:15,51.0,48.0,54.0,46.0,45.0,52.0,40.0,39.0,35.9,35.9,2581,1355,2800,2800,2499,2800,2800,2800,2800,14.0,0.5,1.0,100.0,3.9,1.9,1.5,1.0,2.4,6.9,4.1,0.7,2.3,
2026-04-23_11:49:17,52.0,48.0,51.0,46.0,42.0,51.0,42.0,39.0,36.9,35.9,2367,2024,2084,2717,1921,2800,2800,2601,1989,14.5,1.0,1.5,100.0,2.4,2.9,1.0,2.5,4.4,7.0,4.1,0.8,2.4,
2026-04-23_11:49:19,52.0,48.0,52.0,46.0,42.0,52.0,41.0,39.0,35.9,35.9,2301,861,2800,2800,2601,946,2800,2800,2800,13.8,0.0,1.9,100.0,2.4,2.5,2.0,0.5,1.0,6.9,4.1,0.7,2.4,
2026-04-23_11:49:21,52.0,48.0,52.0,46.0,43.0,52.0,40.0,39.0,35.9,35.9,2633,1735,2800,2747,2583,2800,2800,2800,2800,14.2,0.0,1.5,100.0,1.5,1.4,3.4,2.9,2.9,6.9,4.1,0.7,2.3,
2026-04-23_11:49:23,52.0,48.0,53.0,46.0,43.0,51.0,42.0,39.0,35.9,35.9,2179,1910,2800,2799,2097,751,1509,2771,2800,14.0,1.0,1.0,100.0,2.4,0.0,1.5,3.4,2.9,6.9,4.0,0.7,2.4,
2026-04-23_11:49:25,51.0,48.0,51.0,46.0,43.0,51.0,41.0,39.0,35.9,35.9,1603,1046,2535,1389,1395,1139,854,1664,2800,14.2,1.5,1.9,100.0,4.4,0.5,0.5,4.4,0.5,6.9,4.1,0.7,2.4,
2026-04-23_11:49:27,51.0,48.0,52.0,46.0,43.0,54.0,39.0,39.0,35.9,35.9,2363,2221,2800,2800,2587,1357,1542,2800,2800,14.0,1.5,2.0,100.0,3.9,0.0,2.4,2.0,0.5,6.9,4.1,0.7,2.3,
2026-04-23_11:49:29,51.0,48.0,51.0,46.0,47.0,52.0,41.0,39.0,35.9,35.9,2029,1811,1273,2800,2546,797,2800,1410,2800,14.3,2.4,2.4,100.0,2.0,0.5,1.5,2.9,2.9,6.9,4.1,0.7,2.3,
2026-04-23_11:49:31,51.0,48.0,51.0,46.0,43.0,51.0,40.0,39.0,35.9,35.9,2346,2800,1527,2736,2732,1047,2327,2800,2800,13.8,3.4,2.4,100.0,2.0,0.0,0.5,2.0,0.5,6.8,4.0,0.7,2.3,
2026-04-23_11:49:33,51.0,48.0,52.0,46.0,43.0,54.0,41.0,39.0,35.9,35.9,2163,1461,2800,2800,2800,1092,2800,2800,755,14.0,3.4,2.9,100.0,3.4,0.0,0.0,1.9,0.5,6.8,4.1,0.7,2.3,
2026-04-23_11:49:35,51.0,48.0,51.0,46.0,45.0,52.0,41.0,39.0,35.9,36.9,2336,1421,2800,2800,2690,580,2800,2800,2800,14.0,2.9,3.9,99.5,3.9,0.0,0.5,1.5,0.0,6.9,4.1,0.7,2.4,
2026-04-23_11:49:37,51.0,48.0,51.0,46.0,43.0,52.0,41.0,39.0,35.9,35.9,2344,1078,2800,2800,2289,1389,2800,2800,2800,14.0,2.5,3.0,100.0,2.0,0.0,0.5,2.9,1.0,6.8,4.1,0.7,2.3,
2026-04-23_11:49:39,51.0,48.0,52.0,46.0,43.0,52.0,41.0,39.0,35.9,35.9,2329,900,2800,2737,2555,1242,2800,2800,2800,14.0,2.0,4.4,100.0,2.9,1.0,0.5,0.5,1.0,6.9,4.1,0.7,2.4,
