Time,"Temp:Acpitz,0","Temp:Acpitz,1","Temp:PackageId0,0","Temp:Core0,0","Temp:Core1,0","Temp:Core2,0","Temp:Core3,0","Temp:Iwlwifi_1,0","Temp:Composite,0","Temp:Sensor1,0",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Frequency:Core 6,Frequency:Core 7,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,Util:Core 6,Util:Core 7,"Power:package-0,0","Power:core,0","Power:uncore,0","Power:psys,0",Throttle
2026-04-23_13:09:05,56.0,52.0,57.0,50.0,49.0,57.0,44.0,39.0,34.9,34.9,1972,868,2800,2800,849,2800,2623,2207,832,14.2,2.4,1.5,100.0,0.5,0.0,2.4,4.8,2.4,7.0,4.2,0.7,2.2,
2026-04-23_13:09:07,56.0,52.0,56.0,50.0,49.0,55.0,45.0,39.0,34.9,34.9,1615,1336,2800,2800,689,398,1562,1411,1922,14.0,0.5,2.4,100.0,0.0,2.5,3.4,3.0,0.5,7.0,4.1,0.7,2.2,
2026-04-23_13:09:09,56.0,52.0,57.0,52.0,49.0,57.0,45.0,39.0,34.9,34.9,2680,1847,2800,2800,2800,2800,2800,2800,2800,14.4,0.5,1.0,100.0,3.9,1.5,1.0,6.9,0.5,7.0,4.1,0.7,2.3,
2026-04-23_13:09:11,56.0,52.0,57.0,51.0,49.0,57.0,46.0,40.0,34.9,34.9,2238,1287,2102,2215,1356,2800,2800,2543,2800,13.8,0.0,0.0,100.0,2.4,2.0,0.5,5.9,0.0,6.9,4.1,0.7,2.3,
2026-04-23_13:09:13,56.0,52.0,56.0,50.0,48.0,57.0,45.0,39.0,34.9,34.9,2606,2595,2800,2771,2800,2800,2800,2775,1508,14.2,1.0,0.0,100.0,0.0,2.0,2.9,6.4,1.0,7.0,4.1,0.7,2.3,
2026-04-23_13:09:15,56.0,52.0,57.0,50.0,47.0,57.0,44.0,39.0,35.9,35.9,2532,2142,2800,2800,2800,2800,2800,2800,1318,14.2,1.0,0.0,100.0,1.5,1.0,1.5,5.9,2.9,7.0,4.1,0.7,2.3,
2026-04-23_13:09:17,56.0,52.0,57.0,50.0,49.0,56.0,44.0,39.0,35.9,34.9,2240,2010,2800,2800,827,2800,2800,2800,1086,14.1,2.0,0.5,100.0,0.0,2.4,2.9,2.9,2.4,7.0,4.2,0.7,2.3,
2026-04-23_13:09:19,56.0,52.0,56.0,50.0,49.0,56.0,44.0,39.0,34.9,34.9,1679,1205,521,2800,913,1616,2800,2800,776,14.1,2.9,0.5,100.0,1.5,2.0,2.4,2.9,0.5,7.0,4.1,0.7,2.3,
2026-04-23_13:09:22,55.0,52.0,56.0,50.0,47.0,56.0,44.0,39.0,34.9,35.9,2590,1125,2800,2800,2800,2800,2800,2800,2800,14.3,4.4,0.5,100.0,0.0,0.5,2.0,3.9,2.9,7.0,4.1,0.7,2.3,
2026-04-23_13:09:24,56.0,51.0,57.0,50.0,47.0,57.0,44.0,39.0,35.9,34.9,2493,2367,2800,2800,2800,783,2800,2800,2800,14.1,2.4,0.5,100.0,2.4,1.0,0.5,3.4,2.4,7.0,4.2,0.7,2.3,
2026-04-23_13:09:26,55.0,51.0,56.0,48.0,47.0,57.0,44.0,39.0,34.9,34.9,2114,1053,2800,2800,2800,2800,604,2800,1254,14.0,0.5,2.9,100.0,1.5,2.0,1.4,2.9,1.0,6.9,4.1,0.7,2.3,
2026-04-23_13:09:28,55.0,51.0,55.0,48.0,47.0,55.0,44.0,39.0,34.9,34.9,1999,1083,2800,2518,2800,649,1936,2300,1907,14.3,2.5,0.5,100.0,1.9,1.9,2.0,3.4,1.9,7.0,4.1,0.7,2.3,
2026-04-23_13:09:30,55.0,51.0,56.0,50.0,48.0,56.0,44.0,39.0,34.9,34.9,2646,1575,2800,2800,2800,2800,2800,2800,2800,14.3,1.5,0.5,100.0,2.0,1.0,3.9,3.4,2.0,7.0,4.2,0.7,2.3,
2026-04-23_13:09:32,55.0,51.0,57.0,50.0,47.0,56.0,43.0,39.0,34.9,34.9,2534,1966,2800,2800,2800,2800,2800,2800,1512,14.0,2.5,0.0,100.0,0.0,0.5,4.9,2.4,1.5,6.9,4.2,0.7,2.3,
2026-04-23_13:09:34,54.0,51.0,55.0,48.0,47.0,55.0,44.0,39.0,35.9,35.9,2064,1057,2800,2800,2800,2800,1083,1875,1300,14.1,3.4,0.5,100.0,0.0,0.5,2.4,2.9,3.4,7.0,4.1,0.7,2.3,
2026-04-23_13:09:36,54.0,51.0,54.0,48.0,47.0,54.0,44.0,39.0,35.9,34.9,2253,904,2800,2800,2800,2800,1687,2461,1776,14.1,2.9,0.0,99.5,0.0,0.0,1.9,3.4,4.9,7.0,4.1,0.7,2.3,
2026-04-23_13:09:38,54.0,51.0,56.0,48.0,46.0,56.0,43.0,40.0,34.9,35.9,2599,1199,2800,2800,2800,2800,2800,2800,2800,14.0,0.0,0.5,100.0,1.9,1.0,1.5,3.4,3.4,6.9,4.0,0.7,2.3,
2026-04-23_13:09:40,54.0,51.0,56.0,50.0,46.0,55.0,42.0,39.0,34.9,35.9,2713,2108,2800,2800,2800,2800,2800,2800,2800,14.3,0.5,2.9,100.0,1.9,0.5,3.9,3.4,1.0,7.0,4.2,0.7,2.3,
2026-04-23_13:09:42,54.0,51.0,54.0,48.0,47.0,56.0,43.0,39.0,35.9,34.9,2400,1710,2800,2800,2800,1744,2800,2533,2011,14.2,1.0,1.9,100.0,2.0,0.5,0.5,3.4,3.9,6.9,4.1,0.7,2.3,
2026-04-23_13:09:44,54.0,50.0,52.0,48.0,45.0,52.0,42.0,39.0,35.9,34.9,2142,1308,2800,1500,2800,2800,2800,1500,1628,14.1,1.9,0.5,100.0,3.4,0.5,0.5,3.4,2.9,6.9,4.1,0.7,2.3,
2026-04-23_13:09:46,54.0,50.0,55.0,48.0,47.0,56.0,43.0,39.0,34.9,35.9,2377,1296,2800,2799,2800,2800,2800,2800,922,14.0,2.5,0.5,100.0,1.9,0.0,0.5,2.9,3.4,6.9,4.1,0.7,2.3,
