Time,"Temp:Acpitz,0","Temp:Acpitz,1","Temp:PackageId0,0","Temp:Core0,0","Temp:Core1,0","Temp:Core2,0","Temp:Core3,0","Temp:Iwlwifi_1,0","Temp:Composite,0","Temp:Sensor1,0",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Frequency:Core 6,Frequency:Core 7,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,Util:Core 6,Util:Core 7,"Power:package-0,0","Power:core,0","Power:uncore,0","Power:psys,0",Throttle
2026-04-23_03:37:52,55.0,51.0,57.0,50.0,47.0,56.0,44.0,37.0,35.9,35.9,2670,1763,2800,2799,2800,2800,2800,2800,2800,14.2,0.5,5.3,100.0,1.5,1.0,0.5,4.4,0.0,7.1,4.2,0.7,2.3,
2026-04-23_03:37:54,56.0,52.0,55.0,48.0,47.0,54.0,44.0,37.0,35.9,35.9,1771,1448,738,1565,2800,1406,2800,1895,1512,14.2,2.0,0.5,100.0,1.0,2.0,0.5,6.8,0.5,7.0,4.2,0.7,2.3,
2026-04-23_03:37:56,56.0,51.0,57.0,50.0,48.0,57.0,43.0,37.0,35.9,35.9,2684,1873,2800,2800,2800,2800,2800,2799,2800,13.9,2.9,0.0,100.0,0.0,2.9,0.0,5.3,0.0,7.0,4.2,0.7,2.3,
2026-04-23_03:37:58,56.0,52.0,57.0,50.0,47.0,57.0,44.0,38.0,35.9,35.9,1937,810,622,2800,2800,2341,2800,2800,527,14.1,0.0,2.4,100.0,1.5,2.4,0.5,6.3,0.0,7.0,4.2,0.7,2.3,
2026-04-23_03:38:00,56.0,52.0,54.0,48.0,47.0,54.0,44.0,37.0,35.9,35.9,1731,1049,2800,1862,992,1713,2800,1620,1010,14.2,0.5,2.0,100.0,2.4,2.4,0.0,5.3,1.0,7.1,4.2,0.8,2.3,
2026-04-23_03:38:02,56.0,51.0,56.0,51.0,47.0,56.0,43.0,37.0,35.9,35.9,2467,1557,2800,2799,2278,2637,2800,2067,2800,14.0,0.0,1.0,100.0,1.0,2.0,0.5,4.8,2.4,7.0,4.2,0.7,2.3,
2026-04-23_03:38:04,56.0,52.0,56.0,50.0,48.0,56.0,44.0,37.0,35.9,36.9,2267,1859,2800,2799,2800,2800,2800,1561,719,14.1,0.5,2.5,100.0,1.5,2.5,0.5,5.4,0.0,7.1,4.2,0.7,2.3,
2026-04-23_03:38:06,55.0,51.0,55.0,49.0,47.0,56.0,44.0,37.0,35.9,35.9,2142,504,2800,2799,2800,2800,2800,1900,736,14.0,0.0,3.4,99.5,1.5,2.4,0.5,3.9,1.0,7.0,4.2,0.7,2.3,
2026-04-23_03:38:08,56.0,52.0,57.0,51.0,47.0,57.0,44.0,38.0,35.9,35.9,2556,855,2800,2800,2800,2800,2800,2800,2800,14.1,0.5,3.9,100.0,1.0,2.9,0.0,1.4,2.9,7.1,4.3,0.7,2.3,
2026-04-23_03:38:10,56.0,52.0,57.0,50.0,47.0,57.0,43.0,37.0,35.9,35.9,2237,982,423,2799,2800,2493,2800,2800,2800,14.2,1.0,4.4,100.0,0.5,2.0,0.5,2.4,2.4,7.0,4.2,0.7,2.3,
2026-04-23_03:38:12,56.0,51.0,57.0,50.0,47.0,57.0,44.0,37.0,35.9,35.9,1676,713,665,2800,884,2254,873,2420,2800,14.0,1.0,2.0,100.0,0.5,2.0,0.5,4.4,1.5,7.0,4.2,0.7,2.3,
2026-04-23_03:38:14,56.0,51.0,57.0,50.0,47.0,57.0,43.0,37.0,35.9,35.9,2534,2800,2800,2800,1842,2799,2800,1636,2800,14.0,1.5,0.5,100.0,1.5,2.4,1.0,5.3,0.0,7.0,4.2,0.7,2.3,
2026-04-23_03:38:16,56.0,52.0,56.0,51.0,47.0,56.0,44.0,37.0,35.9,35.9,2330,1158,687,2800,2800,2800,2800,2800,2800,14.0,0.5,0.0,100.0,0.5,2.9,1.5,2.9,3.4,7.1,4.2,0.7,2.3,
2026-04-23_03:38:18,56.0,51.0,56.0,50.0,47.0,56.0,44.0,37.0,35.9,35.9,2452,2057,2800,2799,2800,1300,2800,2261,2800,14.3,1.0,0.0,100.0,1.5,1.5,2.9,5.4,2.4,7.0,4.2,0.7,2.3,
2026-04-23_03:38:20,56.0,51.0,56.0,50.0,47.0,56.0,44.0,37.0,35.9,35.9,1586,399,2449,2551,2229,396,1023,2554,1085,14.3,2.0,1.0,98.5,1.5,2.0,2.5,5.4,1.5,7.1,4.2,0.8,2.3,
2026-04-23_03:38:22,51.0,51.0,50.0,46.0,45.0,49.0,42.0,37.0,35.9,35.9,2476,1702,1306,2800,2800,2800,2800,2800,2800,1.2,0.0,0.5,1.0,1.5,1.0,1.4,2.0,2.4,1.9,0.6,0.2,1.6,
2026-04-23_03:38:24,50.0,51.0,50.0,47.0,47.0,50.0,44.0,38.0,35.9,36.9,1765,1110,807,1011,2800,2800,722,2075,2800,0.8,0.5,1.0,0.5,0.0,2.5,0.0,1.5,0.5,2.0,0.7,0.1,1.6,
2026-04-23_03:38:26,50.0,51.0,49.0,47.0,47.0,48.0,43.0,37.0,35.9,35.9,2126,1257,2800,1161,2800,2611,2800,781,2800,1.5,1.0,2.1,4.1,0.5,1.0,1.5,0.0,1.5,3.0,1.2,0.2,1.8,
2026-04-23_03:38:29,50.0,51.0,50.0,46.0,47.0,48.0,42.0,37.0,35.9,35.9,1775,1448,1107,905,915,2800,2800,2800,1423,1.6,0.5,2.9,0.5,1.0,3.4,0.5,1.0,3.4,2.4,0.7,0.4,1.9,
2026-04-23_03:38:31,50.0,51.0,50.0,46.0,45.0,49.0,42.0,37.0,35.9,35.9,2320,1368,2800,740,2800,2800,2800,2458,2800,1.6,1.0,3.9,0.5,0.5,1.0,0.5,2.9,2.9,2.4,0.6,0.4,1.9,
