Time,"Temp:Acpitz,0","Temp:Acpitz,1","Temp:PackageId0,0","Temp:Core0,0","Temp:Core1,0","Temp:Core2,0","Temp:Core3,0","Temp:Iwlwifi_1,0","Temp:Composite,0","Temp:Sensor1,0",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Frequency:Core 6,Frequency:Core 7,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,Util:Core 6,Util:Core 7,"Power:package-0,0","Power:core,0","Power:uncore,0","Power:psys,0",Throttle
2026-04-22_23:04:18,54.0,50.0,54.0,48.0,45.0,55.0,41.0,40.0,37.9,36.9,2696,1971,2800,2800,2800,2799,2800,2800,2800,14.0,2.4,1.0,100.0,2.4,2.0,1.0,1.0,1.9,7.1,4.2,0.7,2.4,
2026-04-22_23:04:20,54.0,50.0,56.0,48.0,47.0,56.0,41.0,40.0,36.9,36.9,2617,1679,2800,2800,2800,2461,2800,2800,2800,14.0,0.5,0.5,100.0,2.9,3.9,3.4,0.0,0.5,7.1,4.2,0.7,2.4,
2026-04-22_23:04:22,55.0,50.0,55.0,48.0,45.0,55.0,42.0,40.0,36.9,36.9,1570,775,2800,2780,1402,976,400,2800,625,14.1,3.4,0.0,100.0,3.4,3.9,2.0,0.0,0.0,7.2,4.2,0.7,2.4,
2026-04-22_23:04:24,55.0,50.0,56.0,48.0,45.0,56.0,40.0,40.0,36.9,36.9,2683,1974,2800,2800,2800,2689,2800,2800,2800,14.1,3.9,0.5,100.0,2.0,2.9,1.9,0.5,1.0,7.2,4.2,0.7,2.3,
2026-04-22_23:04:26,55.0,50.0,57.0,48.0,46.0,56.0,42.0,40.0,36.9,37.9,2362,2432,962,2788,2784,1533,2800,2800,2800,13.7,2.0,0.5,100.0,0.0,2.5,3.4,0.0,1.5,7.2,4.3,0.7,2.3,
2026-04-22_23:04:28,55.0,50.0,55.0,48.0,46.0,54.0,42.0,42.0,37.9,36.9,1985,1356,716,2778,1881,754,2800,2800,2800,14.0,2.5,0.0,100.0,3.4,2.9,2.9,0.0,0.5,7.2,4.2,0.7,2.4,
2026-04-22_23:04:30,55.0,50.0,56.0,48.0,47.0,56.0,42.0,40.0,38.9,36.9,2332,1116,2800,2800,2656,885,2800,2800,2800,14.7,2.9,3.4,100.0,2.5,3.9,1.5,0.5,2.9,7.3,4.4,0.7,2.4,
2026-04-22_23:04:32,55.0,50.0,56.0,48.0,46.0,57.0,42.0,40.0,36.9,36.9,2445,1395,2800,2800,2613,1550,2800,2800,2800,14.0,0.5,2.0,100.0,2.4,1.0,2.9,2.9,0.0,7.2,4.2,0.7,2.3,
2026-04-22_23:04:34,55.0,50.0,56.0,48.0,46.0,55.0,42.0,40.0,37.9,36.9,2621,1940,2230,2799,2800,2800,2800,2800,2800,14.0,0.0,2.9,100.0,2.5,0.0,2.4,4.4,0.0,7.2,4.2,0.8,2.3,
2026-04-22_23:04:36,55.0,50.0,55.0,50.0,47.0,54.0,43.0,40.0,36.9,36.9,1801,1160,2800,1500,1500,1015,2131,1499,2800,14.1,0.0,2.0,100.0,2.0,1.0,3.4,3.4,1.0,7.1,4.2,0.7,2.3,
2026-04-22_23:04:38,55.0,50.0,56.0,50.0,47.0,55.0,42.0,40.0,37.9,39.9,2416,1771,2800,2800,2491,1069,2800,2800,2800,13.8,1.5,2.0,100.0,1.5,0.5,1.0,3.4,0.5,7.2,4.3,0.7,2.4,
2026-04-22_23:04:40,55.0,50.0,55.0,48.0,45.0,56.0,42.0,40.0,37.9,38.9,2558,2376,2800,2800,2654,2596,1644,2800,2800,14.3,2.0,2.5,100.0,2.9,1.5,2.0,3.9,0.0,7.3,4.3,0.7,2.3,
2026-04-22_23:04:42,55.0,50.0,56.0,48.0,46.0,56.0,43.0,40.0,37.9,37.9,2536,2800,2800,2799,2587,971,2800,2800,2731,14.1,2.0,1.0,100.0,2.4,1.9,0.0,3.9,1.5,7.1,4.2,0.7,2.3,
2026-04-22_23:04:44,55.0,50.0,56.0,48.0,45.0,56.0,43.0,40.0,37.9,37.9,2346,1069,2800,2800,2589,1115,2800,2800,2800,13.8,2.0,0.0,100.0,2.0,2.0,1.9,0.5,2.0,7.2,4.3,0.7,2.3,
2026-04-22_23:04:46,55.0,50.0,56.0,48.0,47.0,55.0,43.0,40.0,37.9,37.9,2165,822,2800,2800,1981,2800,2800,2800,522,14.0,2.4,0.5,100.0,2.4,2.4,0.0,1.5,2.9,7.2,4.2,0.7,2.3,
2026-04-22_23:04:48,55.0,50.0,54.0,48.0,47.0,52.0,41.0,40.0,37.9,36.9,1680,697,2800,1474,1403,2800,671,2800,797,13.8,0.0,0.5,100.0,3.4,0.0,2.9,1.9,2.0,7.1,4.2,0.7,2.3,
2026-04-22_23:04:50,55.0,50.0,56.0,48.0,47.0,55.0,43.0,40.0,36.9,37.9,2576,1136,2800,2799,2677,2800,2800,2800,2800,14.3,0.0,1.4,100.0,1.9,1.0,3.4,2.9,3.9,7.2,4.3,0.7,2.3,
2026-04-22_23:04:53,55.0,50.0,55.0,50.0,47.0,55.0,42.0,40.0,37.9,36.9,2406,1936,2800,2800,2712,2800,605,2800,2800,14.1,3.9,0.5,100.0,2.5,0.0,0.0,2.4,3.4,7.2,4.3,0.7,2.3,
2026-04-22_23:04:55,54.0,50.0,56.0,48.0,46.0,55.0,43.0,40.0,36.9,36.9,2264,1121,2800,2799,2800,2280,711,2800,2800,14.3,1.5,1.9,100.0,3.4,0.0,0.0,3.4,3.9,7.2,4.3,0.7,2.3,
2026-04-22_23:04:57,54.0,50.0,55.0,50.0,46.0,55.0,41.0,40.0,36.9,36.9,2080,1400,1479,1440,2587,1333,2800,2800,2800,14.2,0.0,3.4,100.0,1.9,1.4,0.5,3.4,2.9,7.2,4.3,0.7,2.3,
2026-04-22_23:04:59,55.0,50.0,56.0,48.0,46.0,56.0,42.0,40.0,36.9,36.9,2649,1742,2800,2799,2800,2654,2800,2800,2800,14.0,2.0,2.5,100.0,1.5,1.5,0.0,3.4,1.0,7.1,4.2,0.7,2.3,
2026-04-22_23:05:01,55.0,50.0,54.0,47.0,46.0,55.0,43.0,40.0,36.9,36.9,1745,942,1659,2799,1695,1933,474,1661,2800,14.2,2.0,0.5,100.0,2.0,4.4,0.0,4.3,0.5,7.2,4.2,0.8,2.3,
2026-04-22_23:05:03,54.0,50.0,55.0,48.0,47.0,55.0,42.0,40.0,36.9,36.9,2439,1979,2800,2799,840,2692,2800,2800,2800,13.7,3.0,2.5,99.5,0.0,1.5,0.0,3.4,0.0,7.2,4.3,0.7,2.3,
2026-04-22_23:05:05,55.0,50.0,54.0,48.0,46.0,54.0,42.0,40.0,36.9,36.9,1615,2526,1008,2800,1070,2082,694,1952,786,14.4,3.9,2.0,100.0,2.9,1.5,0.5,3.4,1.0,7.1,4.2,0.7,2.3,
2026-04-22_23:05:07,55.0,50.0,56.0,51.0,47.0,56.0,42.0,40.0,36.9,35.9,2366,2607,2800,1804,2800,1764,2800,1554,2800,14.0,1.0,2.4,100.0,1.0,3.4,0.5,3.4,0.0,7.2,4.2,0.7,2.3,
2026-04-22_23:05:09,55.0,50.0,56.0,48.0,45.0,56.0,42.0,40.0,35.9,35.9,2493,1327,2800,2800,2800,2796,2800,1824,2800,14.0,2.9,0.5,100.0,1.5,2.0,0.0,1.0,3.9,7.2,4.3,0.7,2.3,
2026-04-22_23:05:11,55.0,50.0,55.0,48.0,46.0,55.0,42.0,40.0,35.9,35.9,1864,1165,735,2800,2356,1740,2800,2800,520,14.3,2.5,0.5,100.0,2.9,3.9,0.5,1.0,3.4,7.2,4.3,0.8,2.3,
2026-04-22_23:05:13,55.0,50.0,52.0,49.0,46.0,52.0,42.0,40.0,35.9,35.9,2011,1123,2800,2302,1530,1584,2800,2800,1149,14.2,3.9,0.5,100.0,2.9,2.0,0.0,1.0,3.0,7.2,4.2,0.8,2.3,
2026-04-22_23:05:15,55.0,50.0,56.0,50.0,46.0,56.0,42.0,40.0,35.9,35.9,2334,954,991,2789,2800,2740,2800,2800,2800,13.9,3.0,0.0,100.0,2.5,2.5,0.0,0.0,3.4,7.3,4.3,0.8,2.3,
2026-04-22_23:05:17,55.0,50.0,56.0,48.0,46.0,56.0,42.0,40.0,35.9,35.9,2499,2800,2800,2799,2800,2800,400,2800,2800,14.0,3.9,0.0,100.0,2.4,2.4,0.0,0.5,2.9,7.2,4.2,0.8,2.3,
2026-04-22_23:05:19,55.0,50.0,55.0,48.0,46.0,55.0,42.0,39.0,35.9,35.9,2192,1589,2800,2800,2800,1567,2800,2569,613,14.4,3.9,1.0,100.0,2.4,2.4,0.5,0.5,4.4,7.3,4.2,0.8,2.3,
2026-04-22_23:05:21,55.0,50.0,56.0,48.0,47.0,57.0,42.0,39.0,35.9,36.9,1573,890,898,1356,1233,1319,2800,2800,1286,14.5,1.0,0.5,100.0,4.9,4.9,1.4,0.5,2.9,7.3,4.2,0.8,2.3,
2026-04-22_23:05:23,55.0,50.0,56.0,48.0,47.0,56.0,42.0,39.0,36.9,36.9,2586,1089,2800,2800,2800,2800,2800,2800,2800,14.0,1.5,0.0,100.0,2.9,2.9,2.9,0.0,2.0,7.3,4.2,0.8,2.3,
2026-04-22_23:05:25,55.0,50.0,56.0,48.0,46.0,56.0,42.0,40.0,36.9,35.9,1839,1861,675,2800,1263,1973,2800,2800,539,14.3,2.4,1.4,100.0,3.4,2.0,1.0,3.4,0.5,7.2,4.2,0.7,2.3,
2026-04-22_23:05:28,55.0,50.0,52.0,48.0,46.0,52.0,43.0,39.0,35.9,36.9,2172,1316,2800,1899,2800,1489,1469,2800,2800,14.0,0.5,0.5,100.0,2.9,2.4,4.4,1.5,0.0,7.2,4.2,0.8,2.3,
2026-04-22_23:05:30,55.0,50.0,57.0,48.0,47.0,57.0,42.0,39.0,35.9,37.9,2589,1232,2800,2800,2800,2684,2800,2800,2800,14.1,2.4,0.5,100.0,1.9,2.4,3.9,0.5,1.5,7.2,4.3,0.7,2.3,
2026-04-22_23:05:32,55.0,50.0,56.0,48.0,46.0,56.0,43.0,39.0,37.9,35.9,2553,828,2800,2800,2800,2799,2800,2800,2800,14.3,2.0,0.5,100.0,2.9,3.9,3.4,0.5,1.5,7.2,4.3,0.8,2.3,
2026-04-22_23:05:34,55.0,50.0,56.0,48.0,45.0,56.0,43.0,39.0,35.9,36.9,1979,915,2762,2800,2800,413,845,2800,2495,14.1,0.5,0.5,100.0,2.4,0.0,3.4,1.9,4.4,7.2,4.3,0.7,2.3,
2026-04-22_23:05:36,55.0,50.0,52.0,48.0,46.0,53.0,42.0,39.0,36.9,35.9,2068,873,1851,1998,2800,1877,2800,1547,2800,14.1,0.0,3.9,100.0,2.4,1.5,1.5,1.5,2.0,7.2,4.2,0.7,2.3,
2026-04-22_23:05:38,55.0,50.0,57.0,48.0,46.0,56.0,43.0,39.0,35.9,35.9,2334,1121,2800,2800,928,2800,2800,2800,2625,14.1,0.5,1.5,100.0,2.9,2.9,3.4,1.0,0.5,7.2,4.3,0.7,2.3,
2026-04-22_23:05:40,55.0,50.0,56.0,50.0,47.0,56.0,43.0,39.0,35.9,35.9,2415,1429,2800,2800,1096,2800,2800,2800,2800,14.0,1.5,2.4,100.0,1.5,2.4,3.4,0.0,0.5,7.3,4.3,0.7,2.3,
2026-04-22_23:05:42,55.0,50.0,56.0,48.0,45.0,55.0,43.0,39.0,36.9,35.9,1865,1644,2800,2800,1933,572,639,2800,1736,14.2,2.0,1.0,100.0,2.9,0.5,3.4,0.5,3.4,7.2,4.2,0.8,2.3,
2026-04-22_23:05:44,55.0,50.0,52.0,48.0,47.0,52.0,43.0,39.0,35.9,35.9,1977,837,1520,2180,2645,2800,1758,2800,1275,14.0,1.9,1.9,100.0,2.4,0.0,3.9,0.0,2.0,7.2,4.3,0.7,2.3,
